,text,pred,rob_label,score
9380,"For The Daily’s Sunday Read, I talk a little about my friend and @nytimes colleague, the late Jim Dwyer, and read two of his columns. It was a privilege. https://t.co/rXsMKAdzbP",1,POSITIVE,0.99829966
9381,"""Repetition has dulled the sense of outrage, and the accumulation of new outrages leaves little time to dwell on the particulars. This is the moment when Americans must recover that sense of outrage."" - The Editorial Board of The New York Times https://t.co/AR1byEU4vw",1,POSITIVE,0.99091405
9382,"Just picked up “Trump On Trial” by my old friends @marycjordan and @sullivank. Bought this instant classic at @wordsbookstore, my local independent bookseller. And what a good boy am I! https://t.co/I3fbWwZtLq",1,POSITIVE,0.99868226
9383,"""I grew up with Mr. Swift around those kegs, in a once reliably blue state that helped make Mr. Trump president."" - @jestei explores the political divide through the experiences of her high school classmates in Kalamazoo. https://t.co/1dxAI7IX2R",1,POSITIVE,0.9984516
9384,The first paragraph of this piece by @CatieEdmondson:  https://t.co/2cpisniViI,0,NEGATIVE,0.99556065
9385,Amen. https://t.co/maSJ8OZPKh,1,POSITIVE,0.9964855
9386,"@Lkatzenberg Loved working with you, Lauren. Looking forward to doing so again. Onward.",1,POSITIVE,0.99885887
9387,"@profan9 @PawSox @RocRedWings @MiLB @DanBarryNYT @StadiumJourney @PuckmanRI @RedSox @Orioles Terrific book. Dan's piece about the last reporter in Pottstown spurred me to read it, after it had been in my Kindle a while.",1,POSITIVE,0.9986265
9388,"Thank you, @profan9. I sure as hell would rather be in the stands on a cold night in Pawtucket, shivering to the rhythms of a baseball game, than be where we are today. https://t.co/M8NTmJVp3T",1,POSITIVE,0.9948922
9389,"@jimog @IrishBusinessNY @neilparekh @sree @Marcano_Tony @NinaBernstein1 @ProfCDwyer @chiaracc @powellnyt @GeraldineEBaum @migold @ReneeEdel @cliffordlevy @NYGovCuomo @ClydeHaberman @nycjim @DanBilefsky @nprscottsimon @WSJForero @bylizrobbins @EllenBarryNYT @jimdwyernyt Thank you, Jim. Appreciate that.",1,POSITIVE,0.9982325
9390,"@bobhardt @ClydeHaberman @RonRosenbaum1 A must-see. A last hurrah as well, effectively, for a lot of character actors from the 1930s. Edward Brophy, for example, as ""Ditto"" Boland.",1,POSITIVE,0.9986974
9391,"@kemcke Thank you, Kevin. A privilege.",1,POSITIVE,0.99874425
9392,"@tonyleen Tony: Jim's mother was from Headford, County Galway, and his father was from Sneem, County Kerry.",1,POSITIVE,0.9930864
9393,"4/4 We have uploaded the full 23-minute clip of @Sree's conversation with @DanBarryNYT about Jim Dwyer to YouTube. 

10:00: Jim's funny observations at Cardinal O'Connor's funeral.

21:43: Jim leaves the old NYT bldg. 📸 @DavidWDunlap 

#NYTReadalong

https://t.co/VTn4HctazO",1,POSITIVE,0.9982363
9394,"I had the honor to talk about my friend Jim Dwyer, giant of journalism, on the New York Times Readalong. Here I talk about his Irish roots, his love of Heaney, and his prose poetry. https://t.co/Zn8WVNAw6e",1,POSITIVE,0.998519
9395,"2/4 Here is one excerpt from @DanBarryNYT's tribute to Jim on @Sree's Sunday #NYTReadalong featuring a description of Jim's background and how he approached his work.

Thank you to @cabara for getting in touch with Dan and asking him to join us. https://t.co/ny4qzxWkg6",1,POSITIVE,0.9985835
9396,"1/4 @DanBarryNYT joined @Sree's Sunday #NYTReadalong yesterday to pay tribute to Jim Dwyer. 

Copying and tagging a few people who also paid their respects to Jim on Twitter.

cc: @Marcano_Tony @NinaBernstein1 @ProfCDwyer @chiaracc @powellnyt @GeraldineEBaum @migold @ReneeEdel https://t.co/g1Hg4TQsXF",1,POSITIVE,0.99831545
9397,"This story by @thejoesexton will stop you in your tracks. An inmate claiming innocence, a judge with Alzheimer’s, and a judicial system that refuses to listen. An incredible, infuriating drama, deftly told. https://t.co/kTX1gVtuEf",1,POSITIVE,0.9988524
9398,"Our next caller is Rudy from Lynbrook - on the FAN! What’s goin’ on, Rudy? https://t.co/18S5zYa06F",0,NEGATIVE,0.9893214
9399,"A farmer in western Mass. built a Biden-Harris sign out of stacked one-ton hay bales (""Let someone steal these,"" the farmer said.) Less than a day later, one of his neighbors burned it down. It took firefighters 45 minutes to put out the fire. 
https://t.co/ipzkGHffBv",0,NEGATIVE,0.99859834
9400,“Jesuitical” is what I said. But it means “Jesuit-y.” https://t.co/YtyPxnXNZ6,0,NEGATIVE,0.9940763
9401,"1/x Join us for @Sree's Sunday #NYTReadalong. 

Our guest: @NYTObits writer @genznyt. @DanBarryNYT will join us to remember Jim Dwyer.  

Watch live or later 8:30am ET:

FB: https://t.co/F3jv579TkK

YT: https://t.co/4X51MIHPdC

LI: https://t.co/U4edHjBnSM

TW: Live on Sun https://t.co/mx9tv1uPSK",1,POSITIVE,0.9984192
9402,"I get tired of myself, but I never, ever, get tired of Fred Astaire.",1,POSITIVE,0.9987329
9403,"The story of the Loughnane brothers loomed large over our Long Island childhoods, 3,000 miles away. They are buried in the cemetery in Shanaglish, a few yards from my grandparents, Daniel and Agnes Minogue. https://t.co/irmYK0usG5",1,POSITIVE,0.9948415
9404,"The president “has also conveyed to Mr. Barr, directly and through surrogates, that he wanted ‘scalps,’ according to two government officials familiar with the conversations. The Justice Department declined to comment on the president’s remarks.” https://t.co/Mvet4jNqpi",0,NEGATIVE,0.99839884
9405,"Thank you, @WayneTyson11. We’re not as far apart as we sometimes seem. https://t.co/bZ1Y0LRVAS",1,POSITIVE,0.99860066
9406,Providence flashback. https://t.co/CSRqWS3zSh,1,POSITIVE,0.9873666
9407,Giving up journalism; going pro. https://t.co/043u1AKiRZ,0,NEGATIVE,0.96759456
9408,"Farewell to a legend and a dreamer
https://t.co/M9rxCWDUWn",1,POSITIVE,0.83069015
9409,"“There are still  those in that tradition dan Barry Jane Mayer others - but man do we need the Jimmy Breslin &amp; Wayne Barrett’s of the world 
@sadknob: well said. Jimmy was always ahead of his time. Rest in Peace.🥃 https://t.co/QbV6xZ7Lkv””",1,POSITIVE,0.9984778
9410,"@DanBarryNYT @tommy_robb @nytimes Has me remembering a great Dan Barry piece on John Prine. Jim Dwyer shared Prine’s magical ability to seamlessly transport you into another person’s life, completely without the coercion, voyeurism, that often implies.  Literary stylist, kind neighbor, mensch.",1,POSITIVE,0.9987515
9411,"https://t.co/F42rk3cwq4                                                                        
Here's a sampling of some of Jim Dwyer's most memorable writing for The New York Times. What a ride he had.",1,POSITIVE,0.9977906
9412,"@DanBarryNYT Two Celtic lions. RIP THE GREAT Jim Dwyer. It was an honor to work with him at two NYC dailies. Good friend, huge talent, staggering loss to NY and our guild.",0,NEGATIVE,0.994974
9413,"Two sons of Irish immigrants on St. Patrick’s Day in the newsroom, coincidentally wearing the same cheap ties bought at Shannon Airport. 
Requiescat In Pace, Jim Dwyer. https://t.co/XpTAX61Vtv",0,NEGATIVE,0.9971291
9414,My husband was a huge fan of Jim and his writing. And Jim gave us a shout out of support when our union was first forming early last year. A giant loss for the greater community of journalists https://t.co/T0xGrICfQ8,0,NEGATIVE,0.99538034
9415,"We were deeply saddened to hear of the passing of Jim Dwyer this morning. A proud son of Irish immigrants, Dwyer was a giant in NYC journalism whose knowledge, integrity &amp; compassion for the human experience shone through his work. Ar dheis dé go raibh a anam dílis. https://t.co/xk4CHUuDwL",1,POSITIVE,0.6875019
9416,"Jim Dwyer, a newsman of consequence, a determined voice for the vulnerable, a mentor to so many, and a dear friend, has died. New York City and American journalism are less as a result. Here is the @nytimes obit I cannot yet read: https://t.co/ryYw6US6US",0,NEGATIVE,0.9898741
9417,"Jim Dwyer, a newsman of consequence, a determined voice for the vulnerable, a mentor to so many, and a dear friend, has died. New York City and American journalism are less as a result. Here is the @nytimes obit I cannot yet read: https://t.co/ryYw6US6US",0,NEGATIVE,0.9898741
9418,The fly already has its own podcast.,1,POSITIVE,0.99385893
9419,"While driving this afternoon, I listened to some of the Rudy Giuliani Show on 77 WABC. He said that Joe Biden was “mentally demented,” and he encouraged listeners to pray for an end to hatred.",1,POSITIVE,0.9731257
9420,"Join the club, trees. https://t.co/yiTwWHolrt",1,POSITIVE,0.9966575
9421,"Join the club, trees. https://t.co/yiTwWHolrt",1,POSITIVE,0.9966575
9422,"Reason No. 538 for why 2020 has me drinking to excess: 
Don Blankenship - the coal magnate guilty of conspiring to violate mine safety standards after the Upper Big Branch explosion in W.V. that killed 29 miners - appears on my mail-in ballot as a presidential nominee.",0,NEGATIVE,0.9977431
9423,"Here's a great NYT review of TRUMP ON TRIAL, along with our colleague @CarlosLozadaWP and his WHAT WERE WE THINKING. A @washingtonpost two-fer on the cover of this weekend's NYT Book Review. @marycjordan  https://t.co/Wy8hIhhTxP",1,POSITIVE,0.99813974
9424,"This sentence, by @peterbakernyt and @maggieNYT: ""Mr. Trump’s statement was meant to cast his illness as an act of courage rather than the predictable outcome of recklessness."" https://t.co/PMsWWd6TSe",0,NEGATIVE,0.9967919
9425,It’s the hawking glove that really makes that one https://t.co/fxLfhHwKg0 https://t.co/Jgwhwwzh2L,1,POSITIVE,0.99707234
9426,"My 1969 Bob Gibson baseball card. A pitcher so dominant, and so terrifyingly competitive, that an 11-year-old boy could only watch with fear, awe, and admiration. https://t.co/fHWibaZSpL",1,POSITIVE,0.9983285
9427,"Beyond all the Republican A-listers who have been exposed or infected, what about the support staffs at the White House and in Bedminster? The ones serving the cocktails, parking the cars, bussing the tables - those human beings expected to be invisible.",0,NEGATIVE,0.9978564
9428,"Here's an early look at the front page of The New York Times for Saturday, Oct. 3, 2020. https://t.co/DCXVV8wWzM https://t.co/0xqmzVUc1J",1,POSITIVE,0.9914356
9429,"Given this White House's record when it comes to matters of Trump's health, absolutely nothing that @PressSec says about the president's condition should be accepted as reliable, unless it is backed up by specific documentation and testimony from attending physicians.",0,NEGATIVE,0.99946904
9430,"@Shteyngart Growing up, one of my family's favorite Christmas carols was ""O Who Giveth A Fuck About Christmas Stuff.""
I think it was on our Mitch Miller Christmas Singalong album.",1,POSITIVE,0.99692285
9431,"Perhaps I should have begun with:
In related news: https://t.co/zfqybsdUMn",0,NEGATIVE,0.9952706
9432,"In other news: ""You know, who gives a fuck about Christmas stuff and decorations?"" 
In Profane Rant, Melania Trump Takes Aim at Migrant Children and Critics https://t.co/rSGCbu1K4t",0,NEGATIVE,0.9989194
9433,"Harris County has a population of 4.5 million people. It stretches 1,777 square miles. Texas' Governor just ordered the county to shut down 11 of its 12 sites to drop off mail-in ballots. 
https://t.co/xTHKBdr2cC",0,NEGATIVE,0.99836296
9434,The River Styx. https://t.co/tFxDXELKAz,1,POSITIVE,0.9960478
9435,@EllenBarryNYT @nyreader I am.,1,POSITIVE,0.98781025
9436,"@EllenBarryNYT Sounds like the name of a Hollywood melodrama from the late 40s: ""The Glamor of Evil,"" with Joan Crawford, Victor Mature, and Theresa Wright.",0,NEGATIVE,0.9945857
9437,"""Do you renounce Satan, and all his works and empty promises?""
""Sure.""",0,NEGATIVE,0.9850246
9438,"Jesus, Mary, and Joseph: Facing 200 abuse claims, the Diocese of Rockville Centre on Long Island (the diocese of my youth) becomes the largest in the country to seek bankruptcy https://t.co/hnAqSQbp3L",0,NEGATIVE,0.9964556
9439,"The best of luck to Saturday Night Live - set to begin its 46th season - in finding the humor in this week's presidential debate. It's there, I know; just not seeing it at the moment.
@cpd @nbcsnl",1,POSITIVE,0.9934671
9440,"""Print is arguably the most powerful testament because it’s permanent."" --Dean Baquet, @nytimes executive editor

https://t.co/m09gcnakFc",1,POSITIVE,0.9967777
9441,That debate was the worst thing I've ever seen &amp; I was in The Star Wars Holiday Special.,0,NEGATIVE,0.9994943
9442,Morning in America.,1,POSITIVE,0.99486256
9443,"As I struggle to sleep tonight, I am haunted by these words from the President of the United States: “Stand back and stand by.” 
https://t.co/yEtZo1qZfL",0,NEGATIVE,0.9977505
9444,NEW: How millions in income became a $750 federal income tax bill for President Trump.  https://t.co/7fcBhl26r6,0,NEGATIVE,0.99775004
9445,"For the White House, one of the more unnerving lines in this journalistic tour-de-force on Donald Trump's tax-avoidance history must be: ""additional articles will be published in the coming weeks."" https://t.co/ItjE5Jxyxa",0,NEGATIVE,0.99374866
9446,"A non-journalist friend of mine - yes, journalists have friends - sent me a note just now that said, simply: 
“I love The New York Times.”",1,POSITIVE,0.99851876
9447,"A neutral observation: arguably, no other news org in the world could invest as much time/resources into Trump tax investigations as @nytimes has. Maybe @washingtonpost @propublica too? 3 reporters; unlimited time. Support investigative journalism as a bulwark of democracy.",1,POSITIVE,0.99846655
9448,"A neutral observation: arguably, no other news org in the world could invest as much time/resources into Trump tax investigations as @nytimes has. Maybe @washingtonpost @propublica too? 3 reporters; unlimited time. Support investigative journalism as a bulwark of democracy.",1,POSITIVE,0.99846655
